date,cityid,engagement,badges,break_engagement,break_badges
2019-5-12,15,.,.,-0.035,0.189
2019-5-19,15,.,.,-0.096,0.00663
2019-5-26,15,.,.,-0.265,-0.19
2019-6-2,15,.,.,-0.522,-0.48
2019-6-9,15,.,.,-0.713,-0.82
2019-6-16,15,.,.,-0.969,-0.981
2019-6-23,15,.,.,-0.964,-0.97
2019-6-30,15,.,.,-0.969,-0.972
2019-7-7,15,.,.,-0.985,-0.984
2019-7-14,15,.,.,-0.987,-0.99
2019-7-21,15,.,.,-0.989,-0.989
2019-7-28,15,.,.,-0.988,-0.992
2019-8-4,15,.,.,-0.991,-0.996
2019-8-11,15,.,.,-0.991,-0.999
2019-8-18,15,.,.,-0.841,-0.915
2019-8-25,15,.,.,-0.6,-0.681
2019-9-1,15,.,.,-0.467,-0.549
2019-9-8,15,.,.,-0.381,-0.466
2019-9-15,15,.,.,-0.212,-0.139
2019-9-22,15,-0.0298,0.104,.,.
2019-9-29,15,-0.0496,0.0321,.,.
2019-10-6,15,-0.0549,-0.0496,.,.
2019-10-13,15,-0.0479,0.0445,.,.
2019-10-20,15,-0.123,-0.14,.,.
2019-10-27,15,-0.0927,-0.0282,.,.
2019-1-13,16,-0.42,-0.297,.,.
2019-1-20,16,-0.11,-0.195,.,.
2019-1-27,16,0.29,0.27,.,.
2019-2-3,16,0.24,-0.153,.,.
2019-2-10,16,-0.46,-0.492,.,.
2019-2-17,16,-0.31,-0.611,.,.
2019-2-24,16,-0.22,-0.279,.,.
2019-3-3,16,-0.27,-0.279,.,.
2019-3-10,16,-0.57,-0.438,.,.
2019-3-17,16,-0.91,-1,.,.
2019-3-24,16,-0.943,-0.98,.,.
2019-3-31,16,-0.32,-0.431,.,.
2019-4-7,16,-0.26,-0.612,.,.
2019-4-14,16,-0.62,-0.725,.,.
2019-4-21,16,-0.34,-0.5,.,.
2019-4-28,16,-0.63,-0.769,.,.
2019-5-5,16,-0.45,-0.807,.,.
2019-5-12,16,.,.,-0.27,-0.605
2019-5-19,16,.,.,-0.49,-0.619
2019-5-26,16,.,.,-0.7,-0.842
2019-6-2,16,.,.,-0.99,-0.996
2019-6-9,16,.,.,-0.99,-0.993
2019-6-16,16,.,.,-0.99,-1
2019-6-23,16,.,.,-1,-1
2019-6-30,16,.,.,-1,-1
2019-7-7,16,.,.,-0.99,-1
2019-7-14,16,.,.,-1,-1
2019-7-21,16,.,.,-1,-1
2019-7-28,16,.,.,-0.99,-1
2019-8-4,16,.,.,-0.99,-0.993
2019-8-11,16,.,.,-1,-1
2019-8-18,16,.,.,-1,-1
2019-8-25,16,.,.,-0.77,-0.921
2019-9-1,16,.,.,-0.65,-0.596
2019-9-8,16,.,.,-0.43,-0.642
2019-9-15,16,.,.,-0.49,-0.629
2019-9-22,16,-0.45,-0.636,.,.
2019-9-29,16,-0.58,-0.722,.,.
2019-10-6,16,-0.84,-0.853,.,.
2019-10-13,16,-0.98,-0.96,.,.
2019-10-20,16,-0.82,-0.941,.,.
2019-10-27,16,-0.79,-0.86,.,.
2019-1-13,17,0.0707,0.2,.,.
2019-1-20,17,-0.00421,-0.0489,.,.
2019-1-27,17,-0.0854,-0.174,.,.
2019-2-3,17,0.0912,0.138,.,.
2019-2-10,17,0.112,0.219,.,.
2019-2-17,17,0.0606,0.0602,.,.
2019-2-24,17,0.0138,0.0271,.,.
2019-3-3,17,0.0379,0.128,.,.
2019-3-10,17,0.0313,0.167,.,.
2019-3-17,17,-0.117,-0.0193,.,.
2019-3-24,17,-0.0263,0.116,.,.
2019-3-31,17,-0.091,0.094,.,.
2019-4-7,17,-0.158,-0.162,.,.
2019-4-14,17,-0.31,-0.38,.,.
2019-4-21,17,-0.574,-0.663,.,.
2019-4-28,17,-0.327,-0.411,.,.
2019-5-5,17,-0.258,-0.245,.,.
2019-5-12,17,.,.,-0.152,-0.0853
2019-5-19,17,.,.,-0.173,-0.0517
2019-5-26,17,.,.,-0.272,-0.225
2019-6-2,17,.,.,-0.587,-0.522
2019-6-9,17,.,.,-0.847,-0.892
2019-6-16,17,.,.,-0.973,-0.987
2019-6-23,17,.,.,-0.98,-0.983
2019-6-30,17,.,.,-0.975,-0.983
2019-7-7,17,.,.,-0.99,-0.992
2019-7-14,17,.,.,-0.992,-0.99
2019-7-21,17,.,.,-0.989,-0.99
2019-7-28,17,.,.,-0.991,-0.995
2019-8-4,17,.,.,-0.99,-0.977
2019-8-11,17,.,.,-0.997,-0.993
2019-8-18,17,.,.,-0.994,-0.996
2019-8-25,17,.,.,-0.995,-0.999
2019-9-1,17,.,.,-0.811,-0.938
2019-9-8,17,.,.,-0.589,-0.701
2019-9-15,17,.,.,-0.34,-0.364
2019-9-22,17,-0.334,-0.366,.,.
2019-9-29,17,-0.203,-0.108,.,.
2019-10-6,17,-0.173,-0.195,.,.
2019-10-13,17,-0.24,-0.411,.,.
2019-10-20,17,-0.33,-0.372,.,.
2019-10-27,17,-0.285,-0.263,.,.
2019-1-13,18,0.0344,0.188,.,.
2019-1-20,18,0.0516,0.121,.,.
2019-1-27,18,-0.0311,-0.0985,.,.
2019-2-3,18,-0.046,-0.158,.,.
2019-2-10,18,0.119,0.313,.,.
2019-2-17,18,0.113,0.287,.,.
2019-2-24,18,0.041,0.061,.,.
2019-3-3,18,0.0836,0.315,.,.
2019-3-10,18,0.093,0.361,.,.
2019-3-17,18,0.0453,0.222,.,.
2019-3-24,18,-0.479,-0.424,.,.
2019-3-31,18,-0.855,-0.851,.,.
2019-4-7,18,-0.323,-0.264,.,.
2019-4-14,18,0.0355,0.0975,.,.
2019-4-21,18,0.00707,0.114,.,.
2019-4-28,18,-0.0562,0.043,.,.
2019-5-5,18,-0.0718,0.0255,.,.
2019-5-12,18,.,.,-0.0529,-0.0294
2019-5-19,18,.,.,-0.0545,0.015
2019-5-26,18,.,.,-0.128,-0.131
2019-6-2,18,.,.,-0.431,-0.567
2019-6-9,18,.,.,-0.809,-0.819
2019-6-16,18,.,.,-0.892,-0.917
2019-6-23,18,.,.,-0.967,-0.96
2019-6-30,18,.,.,-0.975,-0.965
2019-7-7,18,.,.,-0.997,-0.994
2019-7-14,18,.,.,-0.996,-0.994
2019-7-21,18,.,.,-0.995,-0.991
2019-7-28,18,.,.,-0.995,-0.995
2019-8-4,18,.,.,-0.964,-0.965
2019-8-11,18,.,.,-0.664,-0.779
2019-8-18,18,.,.,-0.344,-0.412
2019-8-25,18,.,.,-0.21,-0.175
2019-9-1,18,.,.,-0.175,-0.118
2019-9-8,18,.,.,-0.19,-0.257
2019-9-15,18,.,.,-0.089,-0.0436
2019-9-22,18,-0.0675,-0.047,.,.
2019-9-29,18,-0.0869,-0.00236,.,.
2019-10-6,18,-0.105,-0.0592,.,.
2019-10-13,18,-0.463,-0.452,.,.
2019-10-20,18,-0.637,-0.656,.,.
2019-10-27,18,-0.0992,-0.185,.,.
2019-1-13,19,-0.00894,-0.0467,.,.
2019-1-20,19,0.0814,0.0516,.,.
2019-1-27,19,-0.0792,-0.17,.,.
2019-2-3,19,0.0609,0.14,.,.
2019-2-10,19,0.0778,0.146,.,.
2019-2-17,19,-0.0133,0.00122,.,.
2019-2-24,19,-0.161,-0.16,.,.
2019-3-3,19,0.0122,0.239,.,.
2019-3-10,19,-0.0892,0.0643,.,.
2019-3-17,19,-0.504,-0.471,.,.
2019-3-24,19,-0.201,-0.202,.,.
2019-3-31,19,-0.0671,0.0875,.,.
2019-4-7,19,-0.0419,0.15,.,.
2019-4-14,19,0.062,0.186,.,.
2019-4-21,19,-0.109,0.0244,.,.
2019-4-28,19,-0.101,0.0858,.,.
2019-5-5,19,-0.0568,0.328,.,.
2019-5-12,19,.,.,-0.204,0.155
2019-5-19,19,.,.,-0.161,0.0906
2019-5-26,19,.,.,-0.393,-0.211
2019-6-2,19,.,.,-0.765,-0.801
2019-6-9,19,.,.,-0.981,-0.982
2019-6-16,19,.,.,-0.978,-0.97
2019-6-23,19,.,.,-0.981,-0.975
2019-6-30,19,.,.,-0.982,-0.986
2019-7-7,19,.,.,-0.988,-0.989
2019-7-14,19,.,.,-0.992,-0.986
2019-7-21,19,.,.,-0.987,-0.988
2019-7-28,19,.,.,-0.99,-0.984
2019-8-4,19,.,.,-0.992,-0.989
2019-8-11,19,.,.,-0.99,-0.991
2019-8-18,19,.,.,-0.749,-0.819
2019-8-25,19,.,.,-0.538,-0.563
2019-9-1,19,.,.,-0.482,-0.56
2019-9-8,19,.,.,-0.662,-0.696
2019-9-15,19,.,.,-0.355,-0.411
2019-9-22,19,-0.353,-0.322,.,.
2019-9-29,19,-0.328,-0.29,.,.
2019-10-6,19,-0.366,-0.296,.,.
2019-10-13,19,-0.308,-0.225,.,.
2019-10-20,19,-0.354,-0.325,.,.
2019-10-27,19,-0.267,-0.21,.,.
2019-1-13,20,0.0399,0.07,.,.
2019-1-20,20,0.01,0.0225,.,.
2019-1-27,20,-0.0619,-0.0867,.,.
2019-2-3,20,0.0167,0.0439,.,.
2019-2-10,20,0.0413,0.166,.,.
2019-2-17,20,0.0217,0.132,.,.
2019-2-24,20,-0.0595,-0.0439,.,.
2019-3-3,20,0.0119,0.11,.,.
2019-3-10,20,-0.0208,0.0515,.,.
2019-3-17,20,-0.397,-0.441,.,.
2019-3-24,20,-0.062,-0.153,.,.
2019-3-31,20,-0.0563,-0.1,.,.
2019-4-7,20,-0.11,-0.0818,.,.
2019-4-14,20,-0.196,-0.165,.,.
2019-4-21,20,-0.425,-0.464,.,.
2019-4-28,20,-0.37,-0.43,.,.
2019-5-5,20,-0.243,-0.299,.,.
2019-5-12,20,.,.,-0.394,-0.417
2019-5-19,20,.,.,-0.51,-0.62
2019-5-26,20,.,.,-0.822,-0.884
2019-6-2,20,.,.,-0.971,-0.988
2019-6-9,20,.,.,-0.982,-0.991
2019-6-16,20,.,.,-0.989,-0.995
2019-6-23,20,.,.,-0.987,-0.992
2019-6-30,20,.,.,-0.989,-0.994
2019-7-7,20,.,.,-0.994,-0.995
2019-7-14,20,.,.,-0.991,-0.99
2019-7-21,20,.,.,-0.994,-0.991
2019-7-28,20,.,.,-0.995,-0.994
2019-8-4,20,.,.,-0.994,-0.997
2019-8-11,20,.,.,-0.969,-0.992
2019-8-18,20,.,.,-0.835,-0.919
2019-8-25,20,.,.,-0.53,-0.624
2019-9-1,20,.,.,-0.431,-0.475
2019-9-8,20,.,.,-0.426,-0.466
2019-9-15,20,.,.,-0.319,-0.316
2019-9-22,20,-0.27,-0.263,.,.
2019-9-29,20,-0.204,-0.199,.,.
2019-10-6,20,-0.185,-0.139,.,.
2019-10-13,20,-0.286,-0.363,.,.
2019-10-20,20,-0.557,-0.639,.,.
2019-10-27,20,-0.252,-0.317,.,.
2019-1-13,21,0.305,0.324,.,.
2019-1-20,21,0.207,0.253,.,.
2019-1-27,21,0.0305,-0.162,.,.
2019-2-3,21,-0.104,-0.198,.,.
2019-2-10,21,-0.0199,0.0191,.,.
2019-2-17,21,0.0478,-0.0921,.,.
2019-2-24,21,-0.201,-0.214,.,.
2019-3-3,21,0.231,0.52,.,.
2019-3-10,21,0.169,0.614,.,.
2019-3-17,21,-0.116,0.335,.,.
2019-3-24,21,-0.0837,0.255,.,.
2019-3-31,21,-0.295,0.036,.,.
2019-4-7,21,0.0797,0.606,.,.
2019-4-14,21,-0.0239,0.899,.,.
2019-4-21,21,-0.179,1.19,.,.
2019-4-28,21,-0.166,1.14,.,.
2019-5-5,21,-0.0239,1.1,.,.
2019-5-12,21,.,.,-0.135,0.625
2019-5-19,21,.,.,0.00398,0.649
2019-5-26,21,.,.,-0.258,0.34
2019-6-2,21,.,.,-0.494,-0.381
2019-6-9,21,.,.,-0.932,-0.881
2019-6-16,21,.,.,-0.883,-0.96
2019-6-23,21,.,.,-0.964,-0.969
2019-6-30,21,.,.,-0.956,-0.953
2019-7-7,21,.,.,-0.964,-0.95
2019-7-14,21,.,.,-0.952,-0.899
2019-7-21,21,.,.,-0.944,-0.934
2019-7-28,21,.,.,-0.924,-0.856
2019-8-4,21,.,.,-0.936,-0.855
2019-8-11,21,.,.,-0.944,-0.838
2019-8-18,21,.,.,-0.944,-0.895
2019-8-25,21,.,.,-0.745,-0.162
2019-9-1,21,.,.,-0.514,-0.146
2019-9-8,21,.,.,-0.295,0.0649
2019-9-15,21,.,.,-0.159,0.535
2019-9-22,21,-0.263,0.455,.,.
2019-9-29,21,-0.251,0.367,.,.
2019-10-6,21,-0.295,0.22,.,.
2019-10-13,21,-0.255,0.236,.,.
2019-10-20,21,-0.307,0.141,.,.
2019-10-27,21,-0.351,0.0346,.,.
2019-1-13,23,0.155,0.293,.,.
2019-1-20,23,-0.0769,-0.149,.,.
2019-1-27,23,-0.0749,-0.165,.,.
2019-2-3,23,0.00826,-0.0612,.,.
2019-2-10,23,-0.00672,-0.00103,.,.
2019-2-17,23,-0.16,-0.266,.,.
2019-2-24,23,-0.179,-0.262,.,.
2019-3-3,23,-0.00446,0.0497,.,.
2019-3-10,23,0.0122,0.122,.,.
2019-3-17,23,-0.0996,-0.0773,.,.
2019-3-24,23,0.00303,0.106,.,.
2019-3-31,23,0.0284,0.157,.,.
2019-4-7,23,-0.0758,-0.01,.,.
2019-4-14,23,-0.103,-0.055,.,.
2019-4-21,23,-0.521,-0.578,.,.
2019-4-28,23,-0.28,-0.406,.,.
2019-5-5,23,-0.289,-0.293,.,.
2019-5-12,23,.,.,-0.369,-0.386
2019-5-19,23,.,.,-0.399,-0.279
2019-5-26,23,.,.,-0.355,-0.313
2019-6-2,23,.,.,-0.433,-0.413
2019-6-9,23,.,.,-0.375,-0.316
2019-6-16,23,.,.,-0.509,-0.441
2019-6-23,23,.,.,-0.878,-0.882
2019-6-30,23,.,.,-0.977,-0.973
2019-7-7,23,.,.,-0.979,-0.969
2019-7-14,23,.,.,-0.97,-0.967
2019-7-21,23,.,.,-0.973,-0.958
2019-7-28,23,.,.,-0.975,-0.964
2019-8-4,23,.,.,-0.982,-0.966
2019-8-11,23,.,.,-0.988,-0.984
2019-8-18,23,.,.,-0.99,-0.992
2019-8-25,23,.,.,-0.991,-0.989
2019-9-1,23,.,.,-0.979,-0.994
2019-9-8,23,.,.,-0.775,-0.89
2019-9-15,23,.,.,-0.514,-0.438
2019-9-22,23,-0.41,-0.339,.,.
2019-9-29,23,-0.356,-0.251,.,.
2019-10-6,23,-0.317,-0.251,.,.
2019-10-13,23,-0.272,-0.274,.,.
2019-10-20,23,-0.315,-0.363,.,.
2019-10-27,23,-0.17,-0.224,.,.
2019-1-13,24,0.0483,0.152,.,.
2019-1-20,24,0.048,0.0489,.,.
2019-1-27,24,-0.126,-0.222,.,.
2019-2-3,24,0.116,0.0747,.,.
2019-2-10,24,0.0245,0.00693,.,.
2019-2-17,24,0.0311,0.103,.,.
2019-2-24,24,-0.0804,-0.0583,.,.
2019-3-3,24,-0.0764,-0.146,.,.
2019-3-10,24,0.00909,0.187,.,.
2019-3-17,24,-0.0429,0.0919,.,.
2019-3-24,24,-0.0975,-0.0568,.,.
2019-3-31,24,-0.379,-0.463,.,.
2019-4-7,24,0.0151,-0.138,.,.
2019-4-14,24,-0.0683,-0.181,.,.
2019-4-21,24,-0.0175,-0.0193,.,.
2019-4-28,24,-0.0558,-0.0564,.,.
2019-5-5,24,-0.048,0.00431,.,.
2019-5-12,24,.,.,-0.205,-0.167
2019-5-19,24,.,.,-0.117,-0.0532
2019-5-26,24,.,.,-0.15,-0.132
2019-6-2,24,.,.,-0.275,-0.285
2019-6-9,24,.,.,-0.312,-0.364
2019-6-16,24,.,.,-0.721,-0.82
2019-6-23,24,.,.,-0.972,-0.98
2019-6-30,24,.,.,-0.98,-0.985
2019-7-7,24,.,.,-0.988,-0.989
2019-7-14,24,.,.,-0.98,-0.982
2019-7-21,24,.,.,-0.974,-0.965
2019-7-28,24,.,.,-0.978,-0.983
2019-8-4,24,.,.,-0.984,-0.984
2019-8-11,24,.,.,-0.987,-0.99
2019-8-18,24,.,.,-0.99,-0.992
2019-8-25,24,.,.,-0.989,-0.995
2019-9-1,24,.,.,-0.877,-0.971
2019-9-8,24,.,.,-0.674,-0.883
2019-9-15,24,.,.,-0.402,-0.469
2019-9-22,24,-0.185,-0.202,.,.
2019-9-29,24,-0.125,-0.0788,.,.
2019-10-6,24,-0.0709,-0.0473,.,.
2019-10-13,24,-0.0529,-0.183,.,.
2019-10-20,24,0.0559,0.116,.,.
2019-10-27,24,0.0236,0.199,.,.
2019-1-13,25,0.115,0.24,.,.
2019-1-20,25,-0.0471,-0.15,.,.
2019-1-27,25,-0.136,-0.345,.,.
2019-2-3,25,0.0561,0.221,.,.
2019-2-10,25,0.0907,0.431,.,.
2019-2-17,25,0.141,0.32,.,.
2019-2-24,25,-0.223,-0.155,.,.
2019-3-3,25,0.255,0.402,.,.
2019-3-10,25,0.253,0.462,.,.
2019-3-17,25,0.298,0.674,.,.
2019-3-24,25,0.351,0.757,.,.
2019-3-31,25,0.207,0.638,.,.
2019-4-7,25,0.165,0.325,.,.
2019-4-14,25,0.0832,-0.0526,.,.
2019-4-21,25,-0.316,-0.289,.,.
2019-4-28,25,0.05,0.256,.,.
2019-5-5,25,0.0554,0.366,.,.
2019-5-12,25,.,.,-0.061,0.146
2019-5-19,25,.,.,-0.0415,0.332
2019-5-26,25,.,.,-0.0665,0.147
2019-6-2,25,.,.,-0.211,-0.063
2019-6-9,25,.,.,-0.133,-0.0232
2019-6-16,25,.,.,-0.272,-0.195
2019-6-23,25,.,.,-0.85,-0.91
2019-6-30,25,.,.,-0.987,-0.973
2019-7-7,25,.,.,-0.991,-0.991
2019-7-14,25,.,.,-0.978,-0.98
2019-7-21,25,.,.,-0.952,-0.979
2019-7-28,25,.,.,-0.966,-0.971
2019-8-4,25,.,.,-0.958,-0.979
2019-8-11,25,.,.,-0.971,-0.974
2019-8-18,25,.,.,-0.989,-0.999
2019-8-25,25,.,.,-0.994,-1
2019-9-1,25,.,.,-0.994,-0.998
2019-9-8,25,.,.,-0.879,-0.965
2019-9-15,25,.,.,-0.55,-0.61
2019-9-22,25,-0.428,-0.317,.,.
2019-9-29,25,-0.215,-0.107,.,.
2019-10-6,25,-0.111,0.0431,.,.
2019-10-13,25,-0.116,0.00493,.,.
2019-10-20,25,-0.138,-0.114,.,.
2019-10-27,25,-0.059,0.0119,.,.
2019-1-13,26,-0.0796,-0.0845,.,.
2019-1-20,26,-0.0904,-0.0574,.,.
2019-1-27,26,0.0249,0.00678,.,.
2019-2-3,26,0.115,0.184,.,.
2019-2-10,26,0.128,0.00374,.,.
2019-2-17,26,0.0149,-0.151,.,.
2019-2-24,26,-0.297,-0.607,.,.
2019-3-3,26,-0.42,-0.52,.,.
2019-3-10,26,-0.336,-0.48,.,.
2019-3-17,26,-0.425,-0.569,.,.
2019-3-24,26,-0.557,-0.688,.,.
2019-3-31,26,-0.103,-0.311,.,.
2019-4-7,26,-0.297,-0.322,.,.
2019-4-14,26,-0.375,-0.38,.,.
2019-4-21,26,-0.333,-0.405,.,.
2019-4-28,26,-0.309,-0.502,.,.
2019-5-5,26,-0.369,-0.413,.,.
2019-5-12,26,.,.,-0.462,-0.419
2019-5-19,26,.,.,-0.63,-0.622
2019-5-26,26,.,.,-0.908,-0.927
2019-6-2,26,.,.,-0.988,-0.994
2019-6-9,26,.,.,-0.991,-1
2019-6-16,26,.,.,-0.995,-0.998
2019-6-23,26,.,.,-0.993,-0.993
2019-6-30,26,.,.,-0.988,-0.991
2019-7-7,26,.,.,-0.993,-0.989
2019-7-14,26,.,.,-0.988,-0.993
2019-7-21,26,.,.,-0.986,-0.981
2019-7-28,26,.,.,-0.991,-0.985
2019-8-4,26,.,.,-0.993,-0.987
2019-8-11,26,.,.,-0.993,-0.982
2019-8-18,26,.,.,-0.993,-0.983
2019-8-25,26,.,.,-0.802,-0.821
2019-9-1,26,.,.,-0.684,-0.67
2019-9-8,26,.,.,-0.575,-0.675
2019-9-15,26,.,.,-0.599,-0.513
2019-9-22,26,-0.625,-0.567,.,.
2019-9-29,26,-0.587,-0.473,.,.
2019-10-6,26,-0.689,-0.625,.,.
2019-10-13,26,-0.698,-0.723,.,.
2019-10-20,26,-0.8,-0.734,.,.
2019-10-27,26,-0.637,-0.604,.,.
2019-1-13,27,0.0614,0.123,.,.
2019-1-20,27,0.0359,0.147,.,.
2019-1-27,27,-0.0133,-0.0376,.,.
2019-2-3,27,-0.0361,-0.166,.,.
2019-2-10,27,0.0701,0.209,.,.
2019-2-17,27,-0.0445,-0.0394,.,.
2019-2-24,27,-0.00524,0.0221,.,.
2019-3-3,27,-0.0419,-0.102,.,.
2019-3-10,27,-0.0957,-0.25,.,.
2019-3-17,27,-0.15,-0.423,.,.
2019-3-24,27,-0.0626,-0.0517,.,.
2019-3-31,27,-0.127,-0.171,.,.
2019-4-7,27,-0.418,-0.492,.,.
2019-4-14,27,-0.121,-0.185,.,.
2019-4-21,27,-0.134,-0.209,.,.
2019-4-28,27,-0.129,-0.195,.,.
2019-5-5,27,-0.157,-0.332,.,.
2019-5-12,27,.,.,-0.0977,-0.222
2019-5-19,27,.,.,-0.132,-0.255
2019-5-26,27,.,.,-0.42,-0.594
2019-6-2,27,.,.,-0.464,-0.631
2019-6-9,27,.,.,-0.673,-0.83
2019-6-16,27,.,.,-0.978,-0.984
2019-6-23,27,.,.,-0.975,-0.98
2019-6-30,27,.,.,-0.985,-0.984
2019-7-7,27,.,.,-0.986,-0.99
2019-7-14,27,.,.,-0.988,-0.989
2019-7-21,27,.,.,-0.99,-0.991
2019-7-28,27,.,.,-0.989,-0.992
2019-8-4,27,.,.,-0.99,-0.989
2019-8-11,27,.,.,-0.985,-0.983
2019-8-18,27,.,.,-0.988,-0.99
2019-8-25,27,.,.,-0.702,-0.83
2019-9-1,27,.,.,-0.498,-0.635
2019-9-8,27,.,.,-0.468,-0.561
2019-9-15,27,.,.,-0.306,-0.375
2019-9-22,27,-0.307,-0.298,.,.
2019-9-29,27,-0.246,-0.299,.,.
2019-10-6,27,-0.289,-0.419,.,.
2019-10-13,27,-0.32,-0.481,.,.
2019-10-20,27,-0.288,-0.366,.,.
2019-10-27,27,-0.289,-0.312,.,.
2019-1-13,28,.,.,.,.
2019-1-20,28,.,.,.,.
2019-1-27,28,.,.,.,.
2019-2-3,28,.,.,.,.
2019-2-10,28,.,.,.,.
2019-2-17,28,.,.,.,.
2019-2-24,28,.,.,.,.
2019-3-3,28,.,.,.,.
2019-3-10,28,.,.,.,.
2019-3-17,28,.,.,.,.
2019-3-24,28,.,.,.,.
2019-3-31,28,.,.,.,.
2019-4-7,28,.,.,.,.
2019-4-14,28,.,.,.,.
2019-4-21,28,.,.,.,.
2019-4-28,28,.,.,.,.
2019-5-5,28,.,.,.,.
2019-5-12,28,.,.,.,.
2019-5-19,28,.,.,.,.
2019-5-26,28,.,.,.,.
2019-6-2,28,.,.,.,.
2019-6-9,28,.,.,.,.
2019-6-16,28,.,.,.,.
2019-6-23,28,.,.,.,.
2019-6-30,28,.,.,.,.
2019-7-7,28,.,.,.,.
2019-7-14,28,.,.,.,.
2019-7-21,28,.,.,.,.
2019-7-28,28,.,.,.,.
2019-8-4,28,.,.,.,.
2019-8-11,28,.,.,.,.
2019-8-18,28,.,.,.,.
2019-8-25,28,.,.,.,.
2019-9-1,28,.,.,.,.
2019-9-8,28,.,.,.,.
2019-9-15,28,.,.,.,.
2019-9-22,28,.,.,.,.
2019-9-29,28,.,.,.,.
2019-10-6,28,.,.,.,.
2019-10-13,28,.,.,.,.
2019-10-20,28,.,.,.,.
2019-10-27,28,.,.,.,.
2019-1-13,29,0.112,0.306,.,.
2019-1-20,29,-0.00359,-0.091,.,.
2019-1-27,29,-0.171,-0.276,.,.
2019-2-3,29,0.0749,0.106,.,.
2019-2-10,29,0.142,0.219,.,.
2019-2-17,29,0.0229,0.0412,.,.
2019-2-24,29,-0.289,-0.244,.,.
2019-3-3,29,0.0216,0.137,.,.
2019-3-10,29,-0.0197,0.148,.,.
2019-3-17,29,0.0908,0.314,.,.
2019-3-24,29,0.102,0.362,.,.
2019-3-31,29,0.0324,0.239,.,.
2019-4-7,29,-0.134,-0.0393,.,.
2019-4-14,29,-0.118,-0.11,.,.
2019-4-21,29,-0.471,-0.437,.,.
2019-4-28,29,-0.184,-0.0926,.,.
2019-5-5,29,-0.234,-0.116,.,.
2019-5-12,29,.,.,-0.322,-0.158
2019-5-19,29,.,.,-0.293,-0.145
2019-5-26,29,.,.,-0.166,-0.0932
2019-6-2,29,.,.,-0.354,-0.311
2019-6-9,29,.,.,-0.351,-0.324
2019-6-16,29,.,.,-0.686,-0.685
2019-6-23,29,.,.,-0.942,-0.959
2019-6-30,29,.,.,-0.949,-0.946
2019-7-7,29,.,.,-0.959,-0.962
2019-7-14,29,.,.,-0.945,-0.947
2019-7-21,29,.,.,-0.959,-0.959
2019-7-28,29,.,.,-0.971,-0.981
2019-8-4,29,.,.,-0.978,-0.982
2019-8-11,29,.,.,-0.977,-0.981
2019-8-18,29,.,.,-0.976,-0.976
2019-8-25,29,.,.,-0.955,-0.973
2019-9-1,29,.,.,-0.803,-0.878
2019-9-8,29,.,.,-0.561,-0.603
2019-9-15,29,.,.,-0.337,-0.3
2019-9-22,29,-0.209,-0.13,.,.
2019-9-29,29,-0.195,-0.105,.,.
2019-10-6,29,-0.166,-0.122,.,.
2019-10-13,29,-0.189,-0.267,.,.
2019-10-20,29,-0.174,-0.254,.,.
2019-10-27,29,-0.149,-0.126,.,.
2019-1-13,30,.,.,.,.
2019-1-20,30,.,.,.,.
2019-1-27,30,.,.,.,.
2019-2-3,30,.,.,.,.
2019-2-10,30,.,.,.,.
2019-2-17,30,.,.,.,.
2019-2-24,30,.,.,.,.
2019-3-3,30,.,.,.,.
2019-3-10,30,.,.,.,.
2019-3-17,30,.,.,.,.
2019-3-24,30,.,.,.,.
2019-3-31,30,.,.,.,.
2019-4-7,30,.,.,.,.
2019-4-14,30,.,.,.,.
2019-4-21,30,.,.,.,.
2019-4-28,30,.,.,.,.
2019-5-5,30,.,.,.,.
2019-5-12,30,.,.,.,.
2019-5-19,30,.,.,.,.
2019-5-26,30,.,.,.,.
2019-6-2,30,.,.,.,.
2019-6-9,30,.,.,.,.
2019-6-16,30,.,.,.,.
2019-6-23,30,.,.,.,.
2019-6-30,30,.,.,.,.
2019-7-7,30,.,.,.,.
2019-7-14,30,.,.,.,.
2019-7-21,30,.,.,.,.
2019-7-28,30,.,.,.,.
2019-8-4,30,.,.,.,.
2019-8-11,30,.,.,.,.
2019-8-18,30,.,.,.,.
2019-8-25,30,.,.,.,.
2019-9-1,30,.,.,.,.
2019-9-8,30,.,.,.,.
2019-9-15,30,.,.,.,.
2019-9-22,30,.,.,.,.
2019-9-29,30,.,.,.,.
2019-10-6,30,.,.,.,.
2019-10-13,30,.,.,.,.
2019-10-20,30,.,.,.,.
2019-10-27,30,.,.,.,.
2019-1-13,31,0.196,0.559,.,.
2019-1-20,31,0.168,0.402,.,.
2019-1-27,31,0.0245,-0.298,.,.
2019-2-3,31,-0.261,-0.488,.,.
2019-2-10,31,0.112,0.138,.,.
2019-2-17,31,0.11,0.0505,.,.
2019-2-24,31,0.148,0.317,.,.
2019-3-3,31,0.15,0.488,.,.
2019-3-10,31,0.156,0.6,.,.
2019-3-17,31,0.161,0.605,.,.
2019-3-24,31,0.103,0.596,.,.
2019-3-31,31,0.115,0.614,.,.
2019-4-7,31,0.127,0.616,.,.
2019-4-14,31,0.115,0.601,.,.
2019-4-21,31,-0.0636,0.189,.,.
2019-4-28,31,-0.102,0.11,.,.
2019-5-5,31,0.0915,0.508,.,.
2019-5-12,31,.,.,0.116,0.535
2019-5-19,31,.,.,0.093,0.518
2019-5-26,31,.,.,0.0719,0.402
