date,cityid,spend_acf,spend_aer,spend_all,spend_apg,spend_grf,spend_hcs,spend_tws,spend_retail_w_grocery,spend_retail_no_grocery,provisional
2020-1-1,1,.,.,.,.,.,.,.,.,.,0
2020-1-1,2,.,.,.,.,.,.,.,.,.,0
2020-1-1,3,.,.,.,.,.,.,.,.,.,0
2020-1-1,4,.,.,.,.,.,.,.,.,.,0
2020-1-1,5,.,.,.,.,.,.,.,.,.,0
2020-1-1,6,.,.,.,.,.,.,.,.,.,0
2020-1-1,7,.,.,.,.,.,.,.,.,.,0
2020-1-1,8,.,.,.,.,.,.,.,.,.,0
2020-1-1,9,.,.,.,.,.,.,.,.,.,0
2020-1-1,10,.,.,.,.,.,.,.,.,.,0
2020-1-1,11,.,.,.,.,.,.,.,.,.,0
2020-1-1,12,.,.,.,.,.,.,.,.,.,0
2020-1-1,13,.,.,.,.,.,.,.,.,.,0
2020-1-1,14,.,.,.,.,.,.,.,.,.,0
2020-1-1,16,.,.,.,.,.,.,.,.,.,0
2020-1-1,17,.,.,.,.,.,.,.,.,.,0
2020-1-1,19,.,.,.,.,.,.,.,.,.,0
2020-1-1,20,.,.,.,.,.,.,.,.,.,0
2020-1-1,21,.,.,.,.,.,.,.,.,.,0
2020-1-1,22,.,.,.,.,.,.,.,.,.,0
2020-1-1,23,.,.,.,.,.,.,.,.,.,0
2020-1-1,24,.,.,.,.,.,.,.,.,.,0
2020-1-1,25,.,.,.,.,.,.,.,.,.,0
2020-1-1,27,.,.,.,.,.,.,.,.,.,0
2020-1-1,28,.,.,.,.,.,.,.,.,.,0
2020-1-1,29,.,.,.,.,.,.,.,.,.,0
2020-1-1,30,.,.,.,.,.,.,.,.,.,0
2020-1-1,31,.,.,.,.,.,.,.,.,.,0
2020-1-1,32,.,.,.,.,.,.,.,.,.,0
2020-1-1,33,.,.,.,.,.,.,.,.,.,0
2020-1-1,34,.,.,.,.,.,.,.,.,.,0
2020-1-1,35,.,.,.,.,.,.,.,.,.,0
2020-1-1,36,.,.,.,.,.,.,.,.,.,0
2020-1-1,37,.,.,.,.,.,.,.,.,.,0
2020-1-1,38,.,.,.,.,.,.,.,.,.,0
2020-1-1,39,.,.,.,.,.,.,.,.,.,0
2020-1-1,40,.,.,.,.,.,.,.,.,.,0
2020-1-1,41,.,.,.,.,.,.,.,.,.,0
2020-1-1,42,.,.,.,.,.,.,.,.,.,0
2020-1-1,43,.,.,.,.,.,.,.,.,.,0
2020-1-1,44,.,.,.,.,.,.,.,.,.,0
2020-1-1,45,.,.,.,.,.,.,.,.,.,0
2020-1-1,46,.,.,.,.,.,.,.,.,.,0
2020-1-1,47,.,.,.,.,.,.,.,.,.,0
2020-1-1,48,.,.,.,.,.,.,.,.,.,0
2020-1-1,49,.,.,.,.,.,.,.,.,.,0
2020-1-1,50,.,.,.,.,.,.,.,.,.,0
2020-1-1,51,.,.,.,.,.,.,.,.,.,0
2020-1-1,52,.,.,.,.,.,.,.,.,.,0
2020-1-1,53,.,.,.,.,.,.,.,.,.,0
2020-1-2,1,.,.,.,.,.,.,.,.,.,0
2020-1-2,2,.,.,.,.,.,.,.,.,.,0
2020-1-2,3,.,.,.,.,.,.,.,.,.,0
2020-1-2,4,.,.,.,.,.,.,.,.,.,0
2020-1-2,5,.,.,.,.,.,.,.,.,.,0
2020-1-2,6,.,.,.,.,.,.,.,.,.,0
2020-1-2,7,.,.,.,.,.,.,.,.,.,0
2020-1-2,8,.,.,.,.,.,.,.,.,.,0
2020-1-2,9,.,.,.,.,.,.,.,.,.,0
2020-1-2,10,.,.,.,.,.,.,.,.,.,0
2020-1-2,11,.,.,.,.,.,.,.,.,.,0
2020-1-2,12,.,.,.,.,.,.,.,.,.,0
2020-1-2,13,.,.,.,.,.,.,.,.,.,0
2020-1-2,14,.,.,.,.,.,.,.,.,.,0
2020-1-2,16,.,.,.,.,.,.,.,.,.,0
2020-1-2,17,.,.,.,.,.,.,.,.,.,0
2020-1-2,19,.,.,.,.,.,.,.,.,.,0
2020-1-2,20,.,.,.,.,.,.,.,.,.,0
2020-1-2,21,.,.,.,.,.,.,.,.,.,0
2020-1-2,22,.,.,.,.,.,.,.,.,.,0
2020-1-2,23,.,.,.,.,.,.,.,.,.,0
2020-1-2,24,.,.,.,.,.,.,.,.,.,0
2020-1-2,25,.,.,.,.,.,.,.,.,.,0
2020-1-2,27,.,.,.,.,.,.,.,.,.,0
2020-1-2,28,.,.,.,.,.,.,.,.,.,0
2020-1-2,29,.,.,.,.,.,.,.,.,.,0
2020-1-2,30,.,.,.,.,.,.,.,.,.,0
2020-1-2,31,.,.,.,.,.,.,.,.,.,0
2020-1-2,32,.,.,.,.,.,.,.,.,.,0
2020-1-2,33,.,.,.,.,.,.,.,.,.,0
2020-1-2,34,.,.,.,.,.,.,.,.,.,0
2020-1-2,35,.,.,.,.,.,.,.,.,.,0
2020-1-2,36,.,.,.,.,.,.,.,.,.,0
2020-1-2,37,.,.,.,.,.,.,.,.,.,0
2020-1-2,38,.,.,.,.,.,.,.,.,.,0
2020-1-2,39,.,.,.,.,.,.,.,.,.,0
2020-1-2,40,.,.,.,.,.,.,.,.,.,0
2020-1-2,41,.,.,.,.,.,.,.,.,.,0
2020-1-2,42,.,.,.,.,.,.,.,.,.,0
2020-1-2,43,.,.,.,.,.,.,.,.,.,0
2020-1-2,44,.,.,.,.,.,.,.,.,.,0
2020-1-2,45,.,.,.,.,.,.,.,.,.,0
2020-1-2,46,.,.,.,.,.,.,.,.,.,0
2020-1-2,47,.,.,.,.,.,.,.,.,.,0
2020-1-2,48,.,.,.,.,.,.,.,.,.,0
2020-1-2,49,.,.,.,.,.,.,.,.,.,0
2020-1-2,50,.,.,.,.,.,.,.,.,.,0
2020-1-2,51,.,.,.,.,.,.,.,.,.,0
2020-1-2,52,.,.,.,.,.,.,.,.,.,0
2020-1-2,53,.,.,.,.,.,.,.,.,.,0
2020-1-3,1,.,.,.,.,.,.,.,.,.,0
2020-1-3,2,.,.,.,.,.,.,.,.,.,0
2020-1-3,3,.,.,.,.,.,.,.,.,.,0
2020-1-3,4,.,.,.,.,.,.,.,.,.,0
2020-1-3,5,.,.,.,.,.,.,.,.,.,0
2020-1-3,6,.,.,.,.,.,.,.,.,.,0
2020-1-3,7,.,.,.,.,.,.,.,.,.,0
2020-1-3,8,.,.,.,.,.,.,.,.,.,0
2020-1-3,9,.,.,.,.,.,.,.,.,.,0
2020-1-3,10,.,.,.,.,.,.,.,.,.,0
2020-1-3,11,.,.,.,.,.,.,.,.,.,0
2020-1-3,12,.,.,.,.,.,.,.,.,.,0
2020-1-3,13,.,.,.,.,.,.,.,.,.,0
2020-1-3,14,.,.,.,.,.,.,.,.,.,0
2020-1-3,16,.,.,.,.,.,.,.,.,.,0
2020-1-3,17,.,.,.,.,.,.,.,.,.,0
2020-1-3,19,.,.,.,.,.,.,.,.,.,0
2020-1-3,20,.,.,.,.,.,.,.,.,.,0
2020-1-3,21,.,.,.,.,.,.,.,.,.,0
2020-1-3,22,.,.,.,.,.,.,.,.,.,0
2020-1-3,23,.,.,.,.,.,.,.,.,.,0
2020-1-3,24,.,.,.,.,.,.,.,.,.,0
2020-1-3,25,.,.,.,.,.,.,.,.,.,0
2020-1-3,27,.,.,.,.,.,.,.,.,.,0
2020-1-3,28,.,.,.,.,.,.,.,.,.,0
2020-1-3,29,.,.,.,.,.,.,.,.,.,0
2020-1-3,30,.,.,.,.,.,.,.,.,.,0
2020-1-3,31,.,.,.,.,.,.,.,.,.,0
2020-1-3,32,.,.,.,.,.,.,.,.,.,0
2020-1-3,33,.,.,.,.,.,.,.,.,.,0
2020-1-3,34,.,.,.,.,.,.,.,.,.,0
2020-1-3,35,.,.,.,.,.,.,.,.,.,0
2020-1-3,36,.,.,.,.,.,.,.,.,.,0
2020-1-3,37,.,.,.,.,.,.,.,.,.,0
2020-1-3,38,.,.,.,.,.,.,.,.,.,0
2020-1-3,39,.,.,.,.,.,.,.,.,.,0
2020-1-3,40,.,.,.,.,.,.,.,.,.,0
2020-1-3,41,.,.,.,.,.,.,.,.,.,0
2020-1-3,42,.,.,.,.,.,.,.,.,.,0
2020-1-3,43,.,.,.,.,.,.,.,.,.,0
2020-1-3,44,.,.,.,.,.,.,.,.,.,0
2020-1-3,45,.,.,.,.,.,.,.,.,.,0
2020-1-3,46,.,.,.,.,.,.,.,.,.,0
2020-1-3,47,.,.,.,.,.,.,.,.,.,0
2020-1-3,48,.,.,.,.,.,.,.,.,.,0
2020-1-3,49,.,.,.,.,.,.,.,.,.,0
2020-1-3,50,.,.,.,.,.,.,.,.,.,0
2020-1-3,51,.,.,.,.,.,.,.,.,.,0
2020-1-3,52,.,.,.,.,.,.,.,.,.,0
2020-1-3,53,.,.,.,.,.,.,.,.,.,0
2020-1-4,1,.,.,.,.,.,.,.,.,.,0
2020-1-4,2,.,.,.,.,.,.,.,.,.,0
2020-1-4,3,.,.,.,.,.,.,.,.,.,0
2020-1-4,4,.,.,.,.,.,.,.,.,.,0
2020-1-4,5,.,.,.,.,.,.,.,.,.,0
2020-1-4,6,.,.,.,.,.,.,.,.,.,0
2020-1-4,7,.,.,.,.,.,.,.,.,.,0
2020-1-4,8,.,.,.,.,.,.,.,.,.,0
2020-1-4,9,.,.,.,.,.,.,.,.,.,0
2020-1-4,10,.,.,.,.,.,.,.,.,.,0
2020-1-4,11,.,.,.,.,.,.,.,.,.,0
2020-1-4,12,.,.,.,.,.,.,.,.,.,0
2020-1-4,13,.,.,.,.,.,.,.,.,.,0
2020-1-4,14,.,.,.,.,.,.,.,.,.,0
2020-1-4,16,.,.,.,.,.,.,.,.,.,0
2020-1-4,17,.,.,.,.,.,.,.,.,.,0
2020-1-4,19,.,.,.,.,.,.,.,.,.,0
2020-1-4,20,.,.,.,.,.,.,.,.,.,0
2020-1-4,21,.,.,.,.,.,.,.,.,.,0
2020-1-4,22,.,.,.,.,.,.,.,.,.,0
2020-1-4,23,.,.,.,.,.,.,.,.,.,0
2020-1-4,24,.,.,.,.,.,.,.,.,.,0
2020-1-4,25,.,.,.,.,.,.,.,.,.,0
2020-1-4,27,.,.,.,.,.,.,.,.,.,0
2020-1-4,28,.,.,.,.,.,.,.,.,.,0
2020-1-4,29,.,.,.,.,.,.,.,.,.,0
2020-1-4,30,.,.,.,.,.,.,.,.,.,0
2020-1-4,31,.,.,.,.,.,.,.,.,.,0
2020-1-4,32,.,.,.,.,.,.,.,.,.,0
2020-1-4,33,.,.,.,.,.,.,.,.,.,0
2020-1-4,34,.,.,.,.,.,.,.,.,.,0
2020-1-4,35,.,.,.,.,.,.,.,.,.,0
2020-1-4,36,.,.,.,.,.,.,.,.,.,0
2020-1-4,37,.,.,.,.,.,.,.,.,.,0
2020-1-4,38,.,.,.,.,.,.,.,.,.,0
2020-1-4,39,.,.,.,.,.,.,.,.,.,0
2020-1-4,40,.,.,.,.,.,.,.,.,.,0
2020-1-4,41,.,.,.,.,.,.,.,.,.,0
2020-1-4,42,.,.,.,.,.,.,.,.,.,0
2020-1-4,43,.,.,.,.,.,.,.,.,.,0
2020-1-4,44,.,.,.,.,.,.,.,.,.,0
2020-1-4,45,.,.,.,.,.,.,.,.,.,0
2020-1-4,46,.,.,.,.,.,.,.,.,.,0
2020-1-4,47,.,.,.,.,.,.,.,.,.,0
2020-1-4,48,.,.,.,.,.,.,.,.,.,0
2020-1-4,49,.,.,.,.,.,.,.,.,.,0
2020-1-4,50,.,.,.,.,.,.,.,.,.,0
2020-1-4,51,.,.,.,.,.,.,.,.,.,0
2020-1-4,52,.,.,.,.,.,.,.,.,.,0
2020-1-4,53,.,.,.,.,.,.,.,.,.,0
2020-1-5,1,.,.,.,.,.,.,.,.,.,0
2020-1-5,2,.,.,.,.,.,.,.,.,.,0
2020-1-5,3,.,.,.,.,.,.,.,.,.,0
2020-1-5,4,.,.,.,.,.,.,.,.,.,0
2020-1-5,5,.,.,.,.,.,.,.,.,.,0
2020-1-5,6,.,.,.,.,.,.,.,.,.,0
2020-1-5,7,.,.,.,.,.,.,.,.,.,0
2020-1-5,8,.,.,.,.,.,.,.,.,.,0
2020-1-5,9,.,.,.,.,.,.,.,.,.,0
2020-1-5,10,.,.,.,.,.,.,.,.,.,0
2020-1-5,11,.,.,.,.,.,.,.,.,.,0
2020-1-5,12,.,.,.,.,.,.,.,.,.,0
2020-1-5,13,.,.,.,.,.,.,.,.,.,0
2020-1-5,14,.,.,.,.,.,.,.,.,.,0
2020-1-5,16,.,.,.,.,.,.,.,.,.,0
2020-1-5,17,.,.,.,.,.,.,.,.,.,0
2020-1-5,19,.,.,.,.,.,.,.,.,.,0
2020-1-5,20,.,.,.,.,.,.,.,.,.,0
2020-1-5,21,.,.,.,.,.,.,.,.,.,0
2020-1-5,22,.,.,.,.,.,.,.,.,.,0
2020-1-5,23,.,.,.,.,.,.,.,.,.,0
2020-1-5,24,.,.,.,.,.,.,.,.,.,0
2020-1-5,25,.,.,.,.,.,.,.,.,.,0
2020-1-5,27,.,.,.,.,.,.,.,.,.,0
2020-1-5,28,.,.,.,.,.,.,.,.,.,0
2020-1-5,29,.,.,.,.,.,.,.,.,.,0
2020-1-5,30,.,.,.,.,.,.,.,.,.,0
2020-1-5,31,.,.,.,.,.,.,.,.,.,0
2020-1-5,32,.,.,.,.,.,.,.,.,.,0
2020-1-5,33,.,.,.,.,.,.,.,.,.,0
2020-1-5,34,.,.,.,.,.,.,.,.,.,0
2020-1-5,35,.,.,.,.,.,.,.,.,.,0
2020-1-5,36,.,.,.,.,.,.,.,.,.,0
2020-1-5,37,.,.,.,.,.,.,.,.,.,0
2020-1-5,38,.,.,.,.,.,.,.,.,.,0
2020-1-5,39,.,.,.,.,.,.,.,.,.,0
2020-1-5,40,.,.,.,.,.,.,.,.,.,0
2020-1-5,41,.,.,.,.,.,.,.,.,.,0
2020-1-5,42,.,.,.,.,.,.,.,.,.,0
2020-1-5,43,.,.,.,.,.,.,.,.,.,0
2020-1-5,44,.,.,.,.,.,.,.,.,.,0
2020-1-5,45,.,.,.,.,.,.,.,.,.,0
2020-1-5,46,.,.,.,.,.,.,.,.,.,0
2020-1-5,47,.,.,.,.,.,.,.,.,.,0
2020-1-5,48,.,.,.,.,.,.,.,.,.,0
2020-1-5,49,.,.,.,.,.,.,.,.,.,0
2020-1-5,50,.,.,.,.,.,.,.,.,.,0
2020-1-5,51,.,.,.,.,.,.,.,.,.,0
2020-1-5,52,.,.,.,.,.,.,.,.,.,0
2020-1-5,53,.,.,.,.,.,.,.,.,.,0
2020-1-6,1,.,.,.,.,.,.,.,.,.,0
2020-1-6,2,.,.,.,.,.,.,.,.,.,0
2020-1-6,3,.,.,.,.,.,.,.,.,.,0
2020-1-6,4,.,.,.,.,.,.,.,.,.,0
2020-1-6,5,.,.,.,.,.,.,.,.,.,0
2020-1-6,6,.,.,.,.,.,.,.,.,.,0
2020-1-6,7,.,.,.,.,.,.,.,.,.,0
2020-1-6,8,.,.,.,.,.,.,.,.,.,0
2020-1-6,9,.,.,.,.,.,.,.,.,.,0
2020-1-6,10,.,.,.,.,.,.,.,.,.,0
2020-1-6,11,.,.,.,.,.,.,.,.,.,0
2020-1-6,12,.,.,.,.,.,.,.,.,.,0
2020-1-6,13,.,.,.,.,.,.,.,.,.,0
2020-1-6,14,.,.,.,.,.,.,.,.,.,0
2020-1-6,16,.,.,.,.,.,.,.,.,.,0
2020-1-6,17,.,.,.,.,.,.,.,.,.,0
2020-1-6,19,.,.,.,.,.,.,.,.,.,0
2020-1-6,20,.,.,.,.,.,.,.,.,.,0
2020-1-6,21,.,.,.,.,.,.,.,.,.,0
2020-1-6,22,.,.,.,.,.,.,.,.,.,0
2020-1-6,23,.,.,.,.,.,.,.,.,.,0
2020-1-6,24,.,.,.,.,.,.,.,.,.,0
2020-1-6,25,.,.,.,.,.,.,.,.,.,0
2020-1-6,27,.,.,.,.,.,.,.,.,.,0
2020-1-6,28,.,.,.,.,.,.,.,.,.,0
2020-1-6,29,.,.,.,.,.,.,.,.,.,0
2020-1-6,30,.,.,.,.,.,.,.,.,.,0
2020-1-6,31,.,.,.,.,.,.,.,.,.,0
2020-1-6,32,.,.,.,.,.,.,.,.,.,0
2020-1-6,33,.,.,.,.,.,.,.,.,.,0
2020-1-6,34,.,.,.,.,.,.,.,.,.,0
2020-1-6,35,.,.,.,.,.,.,.,.,.,0
2020-1-6,36,.,.,.,.,.,.,.,.,.,0
2020-1-6,37,.,.,.,.,.,.,.,.,.,0
2020-1-6,38,.,.,.,.,.,.,.,.,.,0
2020-1-6,39,.,.,.,.,.,.,.,.,.,0
2020-1-6,40,.,.,.,.,.,.,.,.,.,0
2020-1-6,41,.,.,.,.,.,.,.,.,.,0
2020-1-6,42,.,.,.,.,.,.,.,.,.,0
2020-1-6,43,.,.,.,.,.,.,.,.,.,0
2020-1-6,44,.,.,.,.,.,.,.,.,.,0
2020-1-6,45,.,.,.,.,.,.,.,.,.,0
2020-1-6,46,.,.,.,.,.,.,.,.,.,0
2020-1-6,47,.,.,.,.,.,.,.,.,.,0
2020-1-6,48,.,.,.,.,.,.,.,.,.,0
2020-1-6,49,.,.,.,.,.,.,.,.,.,0
2020-1-6,50,.,.,.,.,.,.,.,.,.,0
2020-1-6,51,.,.,.,.,.,.,.,.,.,0
2020-1-6,52,.,.,.,.,.,.,.,.,.,0
2020-1-6,53,.,.,.,.,.,.,.,.,.,0
2020-1-7,1,.,.,.,.,.,.,.,.,.,0
2020-1-7,2,.,.,.,.,.,.,.,.,.,0
2020-1-7,3,.,.,.,.,.,.,.,.,.,0
2020-1-7,4,.,.,.,.,.,.,.,.,.,0
2020-1-7,5,.,.,.,.,.,.,.,.,.,0
2020-1-7,6,.,.,.,.,.,.,.,.,.,0
2020-1-7,7,.,.,.,.,.,.,.,.,.,0
2020-1-7,8,.,.,.,.,.,.,.,.,.,0
2020-1-7,9,.,.,.,.,.,.,.,.,.,0
2020-1-7,10,.,.,.,.,.,.,.,.,.,0
2020-1-7,11,.,.,.,.,.,.,.,.,.,0
2020-1-7,12,.,.,.,.,.,.,.,.,.,0
2020-1-7,13,.,.,.,.,.,.,.,.,.,0
2020-1-7,14,.,.,.,.,.,.,.,.,.,0
2020-1-7,16,.,.,.,.,.,.,.,.,.,0
2020-1-7,17,.,.,.,.,.,.,.,.,.,0
2020-1-7,19,.,.,.,.,.,.,.,.,.,0
2020-1-7,20,.,.,.,.,.,.,.,.,.,0
2020-1-7,21,.,.,.,.,.,.,.,.,.,0
2020-1-7,22,.,.,.,.,.,.,.,.,.,0
2020-1-7,23,.,.,.,.,.,.,.,.,.,0
2020-1-7,24,.,.,.,.,.,.,.,.,.,0
2020-1-7,25,.,.,.,.,.,.,.,.,.,0
2020-1-7,27,.,.,.,.,.,.,.,.,.,0
2020-1-7,28,.,.,.,.,.,.,.,.,.,0
2020-1-7,29,.,.,.,.,.,.,.,.,.,0
2020-1-7,30,.,.,.,.,.,.,.,.,.,0
2020-1-7,31,.,.,.,.,.,.,.,.,.,0
2020-1-7,32,.,.,.,.,.,.,.,.,.,0
2020-1-7,33,.,.,.,.,.,.,.,.,.,0
2020-1-7,34,.,.,.,.,.,.,.,.,.,0
2020-1-7,35,.,.,.,.,.,.,.,.,.,0
2020-1-7,36,.,.,.,.,.,.,.,.,.,0
2020-1-7,37,.,.,.,.,.,.,.,.,.,0
2020-1-7,38,.,.,.,.,.,.,.,.,.,0
2020-1-7,39,.,.,.,.,.,.,.,.,.,0
2020-1-7,40,.,.,.,.,.,.,.,.,.,0
2020-1-7,41,.,.,.,.,.,.,.,.,.,0
2020-1-7,42,.,.,.,.,.,.,.,.,.,0
2020-1-7,43,.,.,.,.,.,.,.,.,.,0
2020-1-7,44,.,.,.,.,.,.,.,.,.,0
2020-1-7,45,.,.,.,.,.,.,.,.,.,0
2020-1-7,46,.,.,.,.,.,.,.,.,.,0
2020-1-7,47,.,.,.,.,.,.,.,.,.,0
2020-1-7,48,.,.,.,.,.,.,.,.,.,0
2020-1-7,49,.,.,.,.,.,.,.,.,.,0
2020-1-7,50,.,.,.,.,.,.,.,.,.,0
2020-1-7,51,.,.,.,.,.,.,.,.,.,0
2020-1-7,52,.,.,.,.,.,.,.,.,.,0
2020-1-7,53,.,.,.,.,.,.,.,.,.,0
2020-1-8,1,.,.,.,.,.,.,.,.,.,0
2020-1-8,2,.,.,.,.,.,.,.,.,.,0
2020-1-8,3,.,.,.,.,.,.,.,.,.,0
2020-1-8,4,.,.,.,.,.,.,.,.,.,0
2020-1-8,5,.,.,.,.,.,.,.,.,.,0
2020-1-8,6,.,.,.,.,.,.,.,.,.,0
2020-1-8,7,.,.,.,.,.,.,.,.,.,0
2020-1-8,8,.,.,.,.,.,.,.,.,.,0
2020-1-8,9,.,.,.,.,.,.,.,.,.,0
2020-1-8,10,.,.,.,.,.,.,.,.,.,0
2020-1-8,11,.,.,.,.,.,.,.,.,.,0
2020-1-8,12,.,.,.,.,.,.,.,.,.,0
2020-1-8,13,.,.,.,.,.,.,.,.,.,0
2020-1-8,14,.,.,.,.,.,.,.,.,.,0
2020-1-8,16,.,.,.,.,.,.,.,.,.,0
2020-1-8,17,.,.,.,.,.,.,.,.,.,0
2020-1-8,19,.,.,.,.,.,.,.,.,.,0
2020-1-8,20,.,.,.,.,.,.,.,.,.,0
2020-1-8,21,.,.,.,.,.,.,.,.,.,0
2020-1-8,22,.,.,.,.,.,.,.,.,.,0
2020-1-8,23,.,.,.,.,.,.,.,.,.,0
2020-1-8,24,.,.,.,.,.,.,.,.,.,0
2020-1-8,25,.,.,.,.,.,.,.,.,.,0
2020-1-8,27,.,.,.,.,.,.,.,.,.,0
2020-1-8,28,.,.,.,.,.,.,.,.,.,0
2020-1-8,29,.,.,.,.,.,.,.,.,.,0
2020-1-8,30,.,.,.,.,.,.,.,.,.,0
2020-1-8,31,.,.,.,.,.,.,.,.,.,0
2020-1-8,32,.,.,.,.,.,.,.,.,.,0
2020-1-8,33,.,.,.,.,.,.,.,.,.,0
2020-1-8,34,.,.,.,.,.,.,.,.,.,0
2020-1-8,35,.,.,.,.,.,.,.,.,.,0
2020-1-8,36,.,.,.,.,.,.,.,.,.,0
2020-1-8,37,.,.,.,.,.,.,.,.,.,0
2020-1-8,38,.,.,.,.,.,.,.,.,.,0
2020-1-8,39,.,.,.,.,.,.,.,.,.,0
2020-1-8,40,.,.,.,.,.,.,.,.,.,0
2020-1-8,41,.,.,.,.,.,.,.,.,.,0
2020-1-8,42,.,.,.,.,.,.,.,.,.,0
2020-1-8,43,.,.,.,.,.,.,.,.,.,0
2020-1-8,44,.,.,.,.,.,.,.,.,.,0
2020-1-8,45,.,.,.,.,.,.,.,.,.,0
2020-1-8,46,.,.,.,.,.,.,.,.,.,0
2020-1-8,47,.,.,.,.,.,.,.,.,.,0
2020-1-8,48,.,.,.,.,.,.,.,.,.,0
2020-1-8,49,.,.,.,.,.,.,.,.,.,0
2020-1-8,50,.,.,.,.,.,.,.,.,.,0
2020-1-8,51,.,.,.,.,.,.,.,.,.,0
2020-1-8,52,.,.,.,.,.,.,.,.,.,0
2020-1-8,53,.,.,.,.,.,.,.,.,.,0
2020-1-9,1,.,.,.,.,.,.,.,.,.,0
2020-1-9,2,.,.,.,.,.,.,.,.,.,0
2020-1-9,3,.,.,.,.,.,.,.,.,.,0
2020-1-9,4,.,.,.,.,.,.,.,.,.,0
2020-1-9,5,.,.,.,.,.,.,.,.,.,0
2020-1-9,6,.,.,.,.,.,.,.,.,.,0
2020-1-9,7,.,.,.,.,.,.,.,.,.,0
2020-1-9,8,.,.,.,.,.,.,.,.,.,0
2020-1-9,9,.,.,.,.,.,.,.,.,.,0
2020-1-9,10,.,.,.,.,.,.,.,.,.,0
2020-1-9,11,.,.,.,.,.,.,.,.,.,0
2020-1-9,12,.,.,.,.,.,.,.,.,.,0
2020-1-9,13,.,.,.,.,.,.,.,.,.,0
2020-1-9,14,.,.,.,.,.,.,.,.,.,0
2020-1-9,16,.,.,.,.,.,.,.,.,.,0
2020-1-9,17,.,.,.,.,.,.,.,.,.,0
2020-1-9,19,.,.,.,.,.,.,.,.,.,0
2020-1-9,20,.,.,.,.,.,.,.,.,.,0
2020-1-9,21,.,.,.,.,.,.,.,.,.,0
2020-1-9,22,.,.,.,.,.,.,.,.,.,0
2020-1-9,23,.,.,.,.,.,.,.,.,.,0
2020-1-9,24,.,.,.,.,.,.,.,.,.,0
2020-1-9,25,.,.,.,.,.,.,.,.,.,0
2020-1-9,27,.,.,.,.,.,.,.,.,.,0
2020-1-9,28,.,.,.,.,.,.,.,.,.,0
2020-1-9,29,.,.,.,.,.,.,.,.,.,0
2020-1-9,30,.,.,.,.,.,.,.,.,.,0
2020-1-9,31,.,.,.,.,.,.,.,.,.,0
2020-1-9,32,.,.,.,.,.,.,.,.,.,0
2020-1-9,33,.,.,.,.,.,.,.,.,.,0
2020-1-9,34,.,.,.,.,.,.,.,.,.,0
2020-1-9,35,.,.,.,.,.,.,.,.,.,0
2020-1-9,36,.,.,.,.,.,.,.,.,.,0
2020-1-9,37,.,.,.,.,.,.,.,.,.,0
2020-1-9,38,.,.,.,.,.,.,.,.,.,0
2020-1-9,39,.,.,.,.,.,.,.,.,.,0
2020-1-9,40,.,.,.,.,.,.,.,.,.,0
2020-1-9,41,.,.,.,.,.,.,.,.,.,0
2020-1-9,42,.,.,.,.,.,.,.,.,.,0
2020-1-9,43,.,.,.,.,.,.,.,.,.,0
2020-1-9,44,.,.,.,.,.,.,.,.,.,0
2020-1-9,45,.,.,.,.,.,.,.,.,.,0
2020-1-9,46,.,.,.,.,.,.,.,.,.,0
2020-1-9,47,.,.,.,.,.,.,.,.,.,0
2020-1-9,48,.,.,.,.,.,.,.,.,.,0
2020-1-9,49,.,.,.,.,.,.,.,.,.,0
2020-1-9,50,.,.,.,.,.,.,.,.,.,0
2020-1-9,51,.,.,.,.,.,.,.,.,.,0
2020-1-9,52,.,.,.,.,.,.,.,.,.,0
2020-1-9,53,.,.,.,.,.,.,.,.,.,0
2020-1-10,1,.,.,.,.,.,.,.,.,.,0
2020-1-10,2,.,.,.,.,.,.,.,.,.,0
2020-1-10,3,.,.,.,.,.,.,.,.,.,0
2020-1-10,4,.,.,.,.,.,.,.,.,.,0
2020-1-10,5,.,.,.,.,.,.,.,.,.,0
2020-1-10,6,.,.,.,.,.,.,.,.,.,0
2020-1-10,7,.,.,.,.,.,.,.,.,.,0
2020-1-10,8,.,.,.,.,.,.,.,.,.,0
2020-1-10,9,.,.,.,.,.,.,.,.,.,0
2020-1-10,10,.,.,.,.,.,.,.,.,.,0
2020-1-10,11,.,.,.,.,.,.,.,.,.,0
2020-1-10,12,.,.,.,.,.,.,.,.,.,0
2020-1-10,13,.,.,.,.,.,.,.,.,.,0
2020-1-10,14,.,.,.,.,.,.,.,.,.,0
2020-1-10,16,.,.,.,.,.,.,.,.,.,0
2020-1-10,17,.,.,.,.,.,.,.,.,.,0
2020-1-10,19,.,.,.,.,.,.,.,.,.,0
2020-1-10,20,.,.,.,.,.,.,.,.,.,0
2020-1-10,21,.,.,.,.,.,.,.,.,.,0
2020-1-10,22,.,.,.,.,.,.,.,.,.,0
2020-1-10,23,.,.,.,.,.,.,.,.,.,0
2020-1-10,24,.,.,.,.,.,.,.,.,.,0
2020-1-10,25,.,.,.,.,.,.,.,.,.,0
2020-1-10,27,.,.,.,.,.,.,.,.,.,0
2020-1-10,28,.,.,.,.,.,.,.,.,.,0
2020-1-10,29,.,.,.,.,.,.,.,.,.,0
2020-1-10,30,.,.,.,.,.,.,.,.,.,0
2020-1-10,31,.,.,.,.,.,.,.,.,.,0
2020-1-10,32,.,.,.,.,.,.,.,.,.,0
2020-1-10,33,.,.,.,.,.,.,.,.,.,0
